title,brand,det_features,price_PKR,det_title,image
Galaxy J7 Prime - 16GB - Golden,Samsung ,"Brand Warranty,Processor Octa Core 1.6 GHz,RAM: 3 GB,Storage: 16 GB,OS: Android,Display 5.5"" Battery 3300 mAh",26999,Samsung Galaxy J7 Prime - 16GB - Golden,https://static.daraz.pk/lWFFtioR5PpVa3c8MJgsQgDFKZY=/fit-in/220x220/filters:fill(white)/product/36/89146/1.jpg?5139
Galaxy J7 Prime - 16GB - Black,Samsung ,"Brand Warranty,Processor Octa Core 1.6 GHz,RAM: 3 GB,Storage: 16 GB,OS: Android,Display 5.5"" Battery 3300 mAh",26999,Samsung Galaxy J7 Prime - 16GB - Black,https://static.daraz.pk/B-K6drffAA7r-xNYClNCaH_IzoU=/fit-in/220x220/filters:fill(white)/product/72/35556/1.jpg?5205
Galaxy J5 - J510F - 16GB ROM - 2GB RAM - 13MP Camera - Android - Gold - 4G LTE,Samsung ,"1 Year Brand Warranty,4G LTE,Screen Size & Type : 5.2 inches Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Storage: 16 GB, microSD, up to 128 GB,Processor + RAM: 1.2 GHz Qualcomm MSM8916 Quad Core Processor ; 2GB RAM,Camera (Back + Front): 13 MP Primary Camera ; 5 MP Secondary Camera",20999,Samsung Galaxy J5 - J510F - 16GB ROM - 2GB RAM - 13MP Camera - Android - Gold - 4G LTE,https://static.daraz.pk/bA4SoRj2Q41w-Y0gsrviqyQbacw=/fit-in/220x220/filters:fill(white)/product/52/15336/1.jpg?5170
Galaxy J5 Prime - 16 GB - Gold,Samsung ,"Processor Quad Core 1.4 GHz,Ram 2 GB,HDD 16 GB,Display 5.0"",Battery 2400 mAh,Camera 13 MP",22999,Samsung Galaxy J5 Prime - 16 GB - Gold,https://static.daraz.pk/b6yB43AoWfUrGP9xW0QyqSots_g=/fit-in/220x220/filters:fill(white)/product/71/89146/1.jpg?5202
Galaxy J710F - 16GB - 4G LTE - Black,Samsung ,"1 Year Brand Warranty,4G LTE,Screen Size & Type : 5.5 inches Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Storage: 16 GB, microSD, up to 128 GB,Processor + RAM: Octa-core 1.6 GHz Cortex-A53 ; 2GB RAM,Camera (Back + Front): 13 MP Primary Camera ; 5 MP Secondary Camera",24899,Samsung Galaxy J710F - 16GB - 4G LTE - Black,https://static.daraz.pk/O3xNJd0IBEKd5FwP6V2Ic0yCv6Q=/fit-in/220x220/filters:fill(white)/product/22/15336/1.jpg?5111
Galaxy J5 - J510F - 16GB ROM - 2GB RAM - 13MP Camera - White - 4G LTE,Samsung ,"1 Year Brand Warranty,4G LTE,Screen Size & Type : 5.2"" Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Storage: 16 GB, microSD, up to 128 GB,Processor + RAM: 1.2 GHz Qualcomm MSM8916 Quad Core Processor ; 2GB RAM,Camera (Back + Front): 13 MP Primary Camera; 5 MP Secondary Camera",20999,Samsung Galaxy J5 - J510F - 16GB ROM - 2GB RAM - 13MP Camera - White - 4G LTE,https://static.daraz.pk/BFBPkMy1_56kuxu-nrvbT88-Wl8=/fit-in/220x220/filters:fill(white)/product/13/15336/1.jpg?5097
Galaxy J7 J710F - 16GB - Golden - 4G LTE,Samsung ,"4G LTE,Screen Size & Type : 5.5 inches Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Storage: 16 GB, microSD, up to 128 GB,Processor + RAM: Octa-core 1.6 GHz Cortex-A53 ; 2GB RAM,Camera (Back + Front): 13 MP Primary Camera ; 5 MP Secondary Camera",24899,Samsung Galaxy J7 J710F - 16GB - Golden - 4G LTE,https://static.daraz.pk/qHRwyw4qdu0AMwr60GRSbvnoOIY=/fit-in/220x220/filters:fill(white)/product/71/15336/1.jpg?5200
J700F Galaxy J7 - 16 GB - Golden,Samsung ,"5.5"" Screen,16 GB HDD,1.5 GB RAM ,1.4 GHz Quad-core Processor,13 MP Camera",28600,Samsung J700F Galaxy J7 - 16 GB - Golden,https://static.daraz.pk/k7iiZAJWG9WWWWdL8dEAvKjSpzM=/fit-in/220x220/filters:fill(white)/product/02/00136/1.jpg?5078
"Galaxy J2 - 4.7"" - 8GB - 1GB RAM - 5MP - Gold",Samsung ,"Brand Waranty,Screen Size & Type: 4.7 inches, 540 x 960 pixels, Super AMOLED Multitouch screen,Storage + Memory Card Support: 8GB built-in, microSD card (supports up to 128GB) ,Processor + RAM: 1.3 GHz Quad Core, 1GB RAM,Camera (Back + Front): 5 MP, 2592 x 1944 pixels, autofocus, LED flash, 2ndry 2 MP  ,Operating System: Android OS, v5.1.1 (Lollipop) ",13999,"Samsung Galaxy J2 - 4.7"" - 8GB - 1GB RAM - 5MP - Gold",https://static.daraz.pk/IN2JEhF6CrWot0yYzAC1S5ce3GI=/fit-in/220x220/filters:fill(white)/product/68/26666/1.jpg?5186
"I9300I - Galaxy S3 Neo - 4.8"" - 16 GB - 1.5 GB RAM - 1.2 Ghz Quad-core - 8 MP - White (Brand Warranty)",Samsung ,"Screen Size & Type: 4.8 inches, Super AMOLED capacitive touchscreen, 16M colors,Storage + Memory Card Support: 16 GB Storage, Micro SD up to 64 GB,Camera (Front + Back): 8 MP, 3264 x 2448 pixels, autofocus, LED flash, Back - 1.9 MP,Processor + RAM: Quad-core 1.2 or 1.4 GHz Cortex-A7, 1.5 GB RAM,Operating System: Android OS, v4.3 (Jelly Bean), upgradable to v4.4.4 (KitKat),Dual SIM: Dual SIM (Micro-SIM, dual stand-by)",23999,"Samsung I9300I - Galaxy S3 Neo - 4.8"" - 16 GB - 1.5 GB RAM - 1.2 Ghz Quad-core - 8 MP - White (Brand Warranty)",https://static.daraz.pk/5bOfSBllWzbTXEjBicMJg-AWmsA=/fit-in/220x220/filters:fill(white)/product/56/5321/1.jpg?9730
Galaxy Core Prime - G360H - 4.5 Inches - 8GB - 1GB Ram - Quad-core 1.2 GHz - White,Samsung ,"Memory: 8 GB, 1 GB RAM,Processor: Quad-core 1.2 GHz Cortex-A53,Screen: 4.5 inches (~64.9% screen-to-body ratio),Camera: 5 MP, 2592 х 1944 pixels, autofocus, LED flash",13844,Samsung Galaxy Core Prime - G360H - 4.5 Inches - 8GB - 1GB Ram - Quad-core 1.2 GHz - White,https://static.daraz.pk/carebTvf0sDkvnOVxC_VwY4ItyU=/fit-in/220x220/filters:fill(white)/product/40/13245/1.jpg?2611
Galaxy S4 Zoom C1010 - 8GB - Black,Samsung ,"Screen Size: 4.3 inches (~64.0%
screen-to-body ratio),Storage + Memory Card Support: 8
GB (5 GB user available), ,Camera (Front + Back): 16 MP,Processor + RAM: Dual-core 1.5
GHz Cortex-A9, 1.5 GB RAM,SIM: Micro-SIM,Battery: Li-Ion 2330 mAh
battery",20488,Samsung Galaxy S4 Zoom C1010 - 8GB - Black,https://static.daraz.pk/m7eoAF4HmePVnld1A8LIKS4-qoY=/fit-in/220x220/filters:fill(white)/product/04/13245/1.jpg?2166
Galaxy S8 Clear View Standing Cover - Gold,Samsung ,"Original Samsung S8 Cover,Clear View Standing Cover,LED View,Color: Gold,Keep Your Mobile Safe",5000,Samsung Galaxy S8 Clear View Standing Cover - Gold,https://static.daraz.pk/E3MtBWn8cv0HKs1xUhOegtHY3_0=/fit-in/220x220/filters:fill(white)/product/83/78166/1.jpg?8999
Galaxy J1 Ace - J110H - 4GB - Black,Samsung ,"Brand Warranty,Screen Size & Type: 4.3"" TFT capacitive touchscreen, 16M colors,Storage + Memory Support: 4GB HDD, microSD up to 128GB,Camera (Rear + Front): 5MP (rear) + 2MP (front),Processor + RAM: 1.3 GHz Dual-core, 768MB RAM,Operating System: Android OS v4.4.4 (KitKat)",10999,Samsung Galaxy J1 Ace - J110H - 4GB - Black,https://static.daraz.pk/_DWrKq3kZ_ubnb8Jpe7BrPX0wAU=/fit-in/220x220/filters:fill(white)/product/43/67356/1.jpg?6527
Galaxy J700H - 16GB - Black,Samsung ,"Brand Warranty,Screen Size & Type: 5.5” TFT capacitive touchscreen, 16M colors,Storage + Memory Card Support: 16 GB Storage, Micro SD up to 128 GB,Color: Black,Camera (Front + Back): 13 MP, 4128 х 3096 pixels, autofocus, LED flash, Front – 5 MP,Processor + RAM: 1.4 GHz Quad-core Cortex-A53, 1.5 GB RAM",20999,Samsung Galaxy J700H - 16GB - Black,https://static.daraz.pk/-uPgUtW_AhbUi_Xb-4mUQy6vXeQ=/fit-in/220x220/filters:fill(white)/product/66/37516/1.jpg?1161
"Galaxy A3 - 4.7"" - 2GB RAM - 16GB - 13MP - Gold - With Neon Flip Cover",Samsung ,"Brand Warranty,Memory: 16 GB, 2 GB RAM,Processor: Octa-core 1.6 GHz Cortex-A53,OS: Android OS, v6.0.1 (Marshmallow),Screen: 4.7 inches (~67.9% screen-to-body ratio),Camera: 13 MP, f/1.9, autofocus, LED flash, ",30899,"Samsung Galaxy A3 - 4.7"" - 2GB RAM - 16GB - 13MP - Gold - With Neon Flip Cover",https://static.daraz.pk/Y2VkNh9VbIVKvXuXZRY6VCkEnCs=/fit-in/220x220/filters:fill(white)/product/44/99666/1.jpg?5153
"Galaxy J1 Mini Prime - 4"" - 8GB - 1GB RAM - 5MP - Gold",Samsung ,"Brand Warranty,Screen: 4.0 inches (~59.4% screen-to-body ratio),Memory: 8 GB, 1 GB RAM,Processor: Quad-core 1.5 GHz - J106F/DS, 1.2 GHz - J106B/DS, J106H/DS,OS: Android OS, v6.0 (Marshmallow),Camera: 5 MP, f/2.2, LED flash",9199,"Samsung Galaxy J1 Mini Prime - 4"" - 8GB - 1GB RAM - 5MP - Gold",https://static.daraz.pk/Dp8Z9lvOGWPCigOBVt34SRmZ6us=/fit-in/220x220/filters:fill(white)/product/49/26666/1.jpg?5160
"S8 - 5.8"" - 4GB RAM - 64GB ROM - 12MP - Maple Gold",Samsung ,"Brand Warranty,Screen: 5.8 inches (~83.6% screen-to-body ratio), 1440 x 2960 pixels QHD+ (~570 ppi pixel density),Memory: 64GB, 4GB RAM,Processor: Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),OS	Android OS, v7.0,Camera: 12 MP, f/1.7, 26mm, phase detection autofocus, OIS, LED flash",78099,"Samsung S8 - 5.8"" - 4GB RAM - 64GB ROM - 12MP - Maple Gold",https://static.daraz.pk/aVykUVsmIB-3s3yKXqC25JfDE8M=/fit-in/220x220/filters:fill(white)/product/70/36666/1.jpg?1202
Galaxy J700H - 16GB - Gold - 4G LTE,Samsung ,"4G LTE,Screen Size & Type: 5.5” TFT capacitive touchscreen, 16M colors,Storage + Memory Card Support: 16 GB Storage,Micro SD up to 128 GB,Camera (Front + Back): 13 MP, 4128 х 3096 pixels, autofocus, LED flash, Front – 5 MP,Color: Gold",20999,Samsung Galaxy J700H - 16GB - Gold - 4G LTE,https://static.daraz.pk/CDopANYm5u18MeWkr0RHHi_b38c=/fit-in/220x220/filters:fill(white)/product/03/68036/1.jpg?8362
